Net Profit,Total Trades,% Profitable,Avg Trade,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,numStratsToGenerate (_EdgeFinder)
3547.307,2313,51.4051015996541,1.53363899697363,-2681.255,1.09621767605246,136.631686795018,0,1
5345.505,2430,52.1810699588477,2.1997962962963,-2781.61,1.1165586248123,207.923894208048,0,2
1060.416,598,50.3344481605351,1.77327090301003,-2319.691,1.11793843959922,47.0315444555374,0,3
3055.367,1064,53.4774436090226,2.87158552631579,-1237.5,1.20377601283521,264.533939393939,0,4
4584.953,2028,51.3313609467456,2.26082495069034,-2252.5,1.18093977094566,226.697305315204,0,5
8120.342,2269,52.093433230498,3.57881974438078,-1067.5,1.31168341760138,864.843259086329,0,6
5403.75,2684,52.2727272727273,2.01331967213115,-3653.75,1.09841999817867,170.532544378698,0,7
5691.037,2536,52.7208201892744,2.24409976340694,-2101.43,1.14268098203991,295.802705919654,0,8
3798.423,1809,50.0829187396352,2.09973631840796,-1041.072,1.24122814510308,398.336255678648,0,9
-1665,1221,48.2391482391482,-1.36363636363636,-4680,0.935992311388755,-36.195652173913,0,10
1096.955,451,52.7716186252772,2.43227272727273,-1692.5,1.14704394032801,77.5233215547703,0,11
836.491,421,50.5938242280285,1.98691448931116,-906.252,1.10994561806466,100.630254122697,0,12
666.25,852,50.3521126760563,0.781983568075117,-1667.5,1.05104190607523,43.3333333333333,0,13
2905.595,2000,52.4,1.4527975,-2848.667,1.10919434831088,106.192165902154,0,14
1890.487,1766,50.79275198188,1.07049093997735,-2593.129,1.0632112548037,79.747295723398,0,15
695.172,451,51.8847006651885,1.54140133037694,-1815.315,1.08512182695059,41.3451513542093,0,16
5450.75,2264,51.2367491166078,2.40757508833922,-2387.5,1.16270531256763,241.986681465039,0,17
7557.5,2149,51.1400651465798,3.51675197766403,-1437.5,1.37902391624612,876.231884057971,0,18
3755,2259,47.5874280655157,1.6622399291722,-757.5,1.21493989696623,500.666666666667,0,19
7077.318,2977,52.065838092039,2.37733221363789,-4555,1.10366631370144,167.510485207101,0,20
3676.75,1043,53.4036433365292,3.5251677852349,-1348.875,1.25179554345686,284.165781083953,0,21
3015.712,1535,49.3159609120521,1.9646332247557,-857.5,1.24446998005385,414.530859106529,0,22
572,1160,49.8275862068966,0.493103448275862,-4877,1.02378526727239,11.9179081154287,0,23
3855.625,519,56.6473988439306,7.42894990366089,-2180,1.38808505284348,234.384498480243,0,24
4236.25,2235,53.6465324384788,1.89541387024608,-3323.125,1.13560339308579,137.262049412718,0,25
4216.052,2120,51.7452830188679,1.98870377358491,-2756.164,1.11552886659743,163.974448926634,0,26
3975.25,2405,52.3908523908524,1.6529106029106,-3448.875,1.08916040293482,131.794446746788,0,27
2737.308,1654,49.8790810157195,1.65496251511487,-2967.769,1.09714422782808,102.230250998005,0,28
32.5,256,46.484375,0.126953125,-927.5,1.0094476744186,4.07523510971787,0,29
2271.196,838,50.9546539379475,2.71025775656325,-1431.752,1.20354957675917,173.219826047695,0,30
176.413,882,51.5873015873016,0.200014739229025,-2486.609,1.0098346726048,8.90251305883249,0,31
3131.736,2176,52.0220588235294,1.43921691176471,-3103.572,1.08492098388114,109.460230291303,0,32
2990,1781,50.1965188096575,1.67883211678832,-2480,1.10726457399103,128.879310344828,0,33
6868.857,2907,50.7739938080495,2.36286790505676,-1125.362,1.21976426025071,661.82758401406,0,34
4238.769,2045,51.2958435207824,2.07274767726161,-3203.162,1.10553613635723,139.724497982966,0,35
6809.671,2654,52.6752072343632,2.5658142426526,-2416.251,1.17290556241724,305.880648677979,0,36
3218.032,284,55.2816901408451,11.3310985915493,-735,1.82895043245126,519.037419354839,0,37
6325,3018,48.3764082173625,2.09575878064944,-812.5,1.27965071294352,824.104234527687,0,38
970.25,438,53.4246575342466,2.21518264840183,-1302.5,1.13410967897992,83.1049250535332,0,39
2507.5,321,55.1401869158879,7.81152647975078,-975,1.41412056151941,284.943181818182,0,40
-275,899,52.1690767519466,-0.305895439377086,-3716.25,0.980896144494616,-7.66283524904215,0,41
2069.898,924,53.1385281385281,2.24014935064935,-4872.413,1.11653188086545,43.8313633305685,0,42
2714.25,2315,51.4470842332613,1.17246220302376,-3754.25,1.05573136833676,74.662173778496,0,43
901.472,161,46.583850931677,5.5992049689441,-1082.5,1.33912107920218,195.972173913043,0,44
227.85,710,50.4225352112676,0.320915492957747,-1542.5,1.01997494474782,16.2299734166071,0,45
6605.25,2714,50.5158437730287,2.43376934414149,-1182.5,1.24423183582917,777.088235294118,0,46
2299.291,1940,51.5979381443299,1.18520154639175,-4032.337,1.06346256686152,57.9555253309714,0,47
3236.874,304,54.6052631578947,10.6476118421053,-747.813,1.69432863508167,524.19012145749,0,48
5603.518,2600,52.5769230769231,2.15519923076923,-2413.811,1.14469969197025,250.010730327027,0,49
2183.025,868,52.073732718894,2.51500576036866,-1546.251,1.18638692611862,150.683243704405,0,50
6270.93,2938,52.6548672566372,2.13442137508509,-2977.188,1.14959054766114,217.575328188168,0,51
-3802.5,553,44.122965641953,-6.87613019891501,-4320,0.617358490566038,-90.10663507109,0,52
-2475,303,47.5247524752475,-8.16831683168317,-3477.5,0.62485790071997,-73.7155621742368,0,53
4133.5,2335,51.3062098501071,1.77023554603854,-5302.5,1.08367493598113,79.2997601918465,0,54
518.5,371,51.2129380053908,1.39757412398922,-2071.5,1.08597247554303,33.74552554507,0,55
-315.097,407,50.8599508599509,-0.774194103194103,-1334.024,0.957228401154994,-25.1268715750257,0,56
