Net Profit,Total Trades,% Profitable,Avg Trade,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,simulationCount (_RandomStratTypeTrades)
-25836.097,98,33.6734693877551,-263.633642857143,-27821.72,0.567347270484123,-96.062097167956,0,243
-5142.86,8,25,-642.8575,-8560.806,0.234215520817606,-76.5784479182394,0,244
-5109.871,8,25,-638.733875,-7371.165,0.1472704455833,-86.7799544453177,0,245
-3558.395,6,16.6666666666667,-593.065833333333,-6111.519,0.478002170201985,-62.1931868093071,0,246
1755.437,39,35.8974358974359,45.0112051282051,-6415.537,1.09300083102443,30.6184574790207,0,247
-1046.072,2,0,-523.036,-3065,0,-100,0,248
-7323.752,22,36.3636363636364,-332.897818181818,-9172.314,0.509590035796318,-87.2089211412467,0,249
-31202.876,98,30.6122448979592,-318.396693877551,-32302.518,0.518220644025587,-99.5782928862527,0,250
-24634.709,63,25.3968253968254,-391.027126984127,-30086.401,0.420029204882077,-87.3450413827506,0,251
1589.374,5,40,317.8748,-4440,1.69009454545455,82.8472955602422,0,252
-5721.083,24,37.5,-238.378458333333,-10910.359,0.453014367223482,-72.6354003376399,0,253
-7501.176,34,32.3529411764706,-220.622823529412,-13075.806,0.696689239153852,-75.7024616902154,0,254
-22179.478,51,33.3333333333333,-434.891725490196,-28049.029,0.426749456193931,-87.1883390674708,0,255
-35038.763,125,29.6,-280.310104,-37337.422,0.562266130800197,-98.1067885294556,0,256
-20862.805,66,28.7878787878788,-316.103106060606,-24203.143,0.43029346100326,-90.95518661508,0,257
-10073.051,34,26.4705882352941,-296.266205882353,-20365.368,0.671015104487856,-50.7202638789814,0,258
4512.556,29,31.0344827586207,155.605379310345,-5287.188,1.4323353512565,166.476526086594,0,259
-28612.167,85,31.7647058823529,-336.613729411765,-31553.952,0.401781348093712,-96.178739338448,0,260
-10885.631,28,32.1428571428571,-388.772535714286,-14588.754,0.430835339411356,-93.8846068528599,0,261
-5425,23,34.7826086956522,-235.869565217391,-9110.5,0.628907586018196,-65.9133709981168,0,262
-8295.94,21,28.5714285714286,-395.044761904762,-13191.252,0.451440168425485,-74.0812113115755,0,263
3609.999,6,16.6666666666667,601.6665,-5252.188,1.58461512799755,79.8010102678065,0,264
-11856.438,50,44,-237.12876,-13898.938,0.649687954290458,-100,0,265
2340,61,37.7049180327869,38.3606557377049,-7670,1.10280065897858,39.0162567736557,0,266
