Net Profit,Total Trades,% Profitable,Avg Trade,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,simulationCount (RandomLongTrades)
27425,7899,52.4876566654007,3.47195847575642,-11180,1.06658816102559,253.758963682628,0,128
34072.5,2369,55.8041367665682,14.3826509075559,-7785,1.19394086006204,529.281553398058,0,129
51212.5,2293,56.7378979502835,22.334278238116,-6967.5,1.31105273547231,855.323590814196,0,130
18805,5924,53.8656313301823,3.17437542201215,-10242.5,1.05699823443384,193.020272004106,0,131
14390,2091,54.8541367766619,6.88187470109995,-14847.5,1.07234609486941,100.646966252841,0,132
21122.5,2091,54.2802486848398,10.1016260162602,-13162.5,1.11135273340714,166.778523489933,0,133
16887.5,3385,52.9394387001477,4.98892171344165,-8052.5,1.10933605257195,227.747808496291,0,134
9457.5,3949,53.1526968852874,2.39491010382375,-17627.5,1.04142802387341,55.8458813108946,0,135
6062.5,2451,54.671562627499,2.4734802121583,-20342.5,1.03103324716542,30.5492567397329,0,136
9457.5,3949,53.1526968852874,2.39491010382375,-17627.5,1.04142802387341,55.8458813108946,0,137
22420,3741,54.5041432771986,5.99304998663459,-7050,1.11209439528024,350.039032006245,0,138
11272.5,2221,54.1197658712292,5.07541647906349,-17850,1.05814088429848,65.1119133574007,0,139
28587.5,2633,54.8803646031143,10.8573870110141,-8440,1.12411809399761,357.34375,0,140
16955,3091,54.4807505661598,5.48527984471045,-11985,1.0877917437962,147.627340008707,0,141
30095,3091,54.9013264315755,9.73633128437399,-14577.5,1.10863052266821,216.199712643678,0,142
28257.5,3741,54.1566426089281,7.55346164127239,-8125,1.11549701626747,386.824093086927,0,143
31612.5,3385,54.4460856720827,9.33899556868538,-6347.5,1.15982658594234,515.071283095723,0,144
17352.5,2633,54.3486517280668,6.59039118875807,-9895,1.07865155807365,183.043248945148,0,145
43572.5,5078,53.9976368649074,8.58064198503348,-10707.5,1.13460454268128,411.643835616438,0,146
14390,2091,54.8541367766619,6.88187470109995,-14847.5,1.07234609486941,100.646966252841,0,147
16740,3949,53.7857685489997,4.23904786021778,-13430,1.06250991887527,138.921161825726,0,148
23877.5,4443,53.860004501463,5.3741841098357,-9312.5,1.09666123531257,265.600667408231,0,149
24397.5,3385,53.3234859675037,7.20753323485967,-6800,1.13153000161734,385.274378207659,0,150
13092.5,2451,55.5691554467564,5.34169726642187,-19335,1.06501793983637,69.7522642514651,0,151
34797.5,3231,54.5961002785515,10.7698854843702,-10397.5,1.12406521022185,392.748306997743,0,152
39922.5,4182,54.9976087996174,9.54626972740316,-11512.5,1.12074766920477,376.894028793958,0,153
29152.5,4739,53.513399451361,6.15161426461279,-9332.5,1.12254227135636,315.845070422535,0,154
38482.5,2962,55.2329507089804,12.9920661715057,-14540,1.14895923047892,268.357740585774,0,155
39102.5,2539,54.864119732178,15.4007483261126,-8152.5,1.19286066584464,511.478090255069,0,156
39772.5,3385,55.2141802067947,11.7496307237814,-12472.5,1.13077896882809,333.942065491184,0,157
26290,6463,53.8294909484759,4.06777038527,-11180,1.07388307700955,268.470768445239,0,158
13495,2221,55.065285907249,6.07609185051778,-17370,1.07177427933199,80.4950790337012,0,159
36755,5078,54.1748719968492,7.23808586057503,-16265,1.10606661808947,232.810768012668,0,160
13860,3949,53.6844770828058,3.50974930362117,-14307.5,1.05850569860701,100.726744186047,0,161
43572.5,5078,53.9976368649074,8.58064198503348,-10707.5,1.13460454268128,411.643835616438,0,162
9270,2734,54.3891733723482,3.39063643013899,-16855,1.04021473889702,56.1988481357987,0,163
21565,2221,55.020261143629,9.70959027465106,-15355,1.10647279549719,148.749784445594,0,164
28035,3741,54.3704891740176,7.49398556535686,-6642.5,1.13218289189858,465.311203319502,0,165
24397.5,3385,53.3234859675037,7.20753323485967,-6800,1.13153000161734,385.274378207659,0,166
38137.5,7109,53.776902517935,5.36467857645238,-11295,1.09671406744308,375.553914327917,0,167
18582.5,4182,53.5628885700622,4.4434481109517,-10737.5,1.08541616391446,198.690189788827,0,168
6672.5,2734,54.0234089246525,2.44056327724945,-17087.5,1.02999617883072,39.7290860375112,0,169
38030,3231,54.6580006190034,11.7703497369236,-10687.5,1.13324340658859,390.752632930902,0,170
12655,3091,53.8013587835652,4.09414428987383,-10680,1.07014286308146,123.16301703163,0,171
35910,2843,54.9067886035878,12.6310235666549,-8982.5,1.15495647108321,414.186851211073,0,172
31780,3741,55.0387596899225,8.4950547981823,-8232.5,1.11817860662291,419.95374958705,0,173
4857.5,3949,52.4689794884781,1.23005824259306,-16810,1.0227720219399,29.9153194765204,0,174
23805,5924,53.4267386900743,4.01839972991222,-10580,1.0790141896938,230.278113663845,0,175
21792.5,4182,54.0172166427547,5.21102343376375,-9100,1.08180137571202,292.124664879357,0,176
33950,3385,54.4756277695716,10.0295420974889,-13817.5,1.12684475994769,259.556574923547,0,177
37115,2843,55.0826591628561,13.0548716144917,-5492.5,1.16819613441189,776.058546785154,0,178
22400,5469,53.6478332419089,4.09581276284513,-12920,1.07388837577517,177.672020622645,0,179
47612.5,2293,55.0370693414741,20.764282599215,-10062.5,1.23631671030264,539.671294984415,0,180
29152.5,4739,53.513399451361,6.15161426461279,-9332.5,1.12254227135636,315.845070422535,0,181
36267.5,2962,55.0641458474004,12.2442606347063,-12782.5,1.15399394936574,287.951568082572,0,182
21247.5,2451,55.2427580579355,8.66891064871481,-16232.5,1.1014503133393,136.486269471656,0,183
23965,2539,54.6278062229224,9.43875541551792,-9170,1.12621793858956,278.581807614066,0,184
20657.5,2633,54.8803646031143,7.84561336878086,-9845,1.09043251762028,232.106741573034,0,185
20280,2091,54.8541367766619,9.6987087517934,-11910,1.11000216966804,178.71777924653,0,186
21935,4182,54.0650406504065,5.24509803921569,-12162.5,1.06998149566105,196.374216651746,0,187
37510,5078,53.7219377707759,7.38676644348169,-11455,1.12128462763421,341.232658630885,0,188
48092.5,2293,55.4295682511993,20.9736153510685,-9147.5,1.24808490882361,606.462799495586,0,189
33205,2633,54.5005696923661,12.6110900113938,-9205,1.13837867122303,394.827586206897,0,190
29152.5,4739,53.513399451361,6.15161426461279,-9332.5,1.12254227135636,315.845070422535,0,191
14612.5,2633,54.1967337637676,5.54975313330801,-9052.5,1.07492917302293,180.903744970597,0,192
12682.5,3091,53.4131349077968,4.10304108702685,-11082.5,1.08424811093581,117.67571329158,0,193
34582.5,3554,54.3612830613393,9.73058525604952,-12087.5,1.12983246515557,300.390879478827,0,194
28257.5,3741,54.1566426089281,7.55346164127239,-8125,1.11549701626747,386.824093086927,0,195
14390,2091,54.8541367766619,6.88187470109995,-14847.5,1.07234609486941,100.646966252841,0,196
36750,5078,54.293028751477,7.23710122095313,-10790,1.13514507409995,348.920009494422,0,197
38137.5,7109,53.776902517935,5.36467857645238,-11295,1.09671406744308,375.553914327917,0,198
36530,3385,54.7415066469719,10.7917282127031,-14362.5,1.12698467875796,263.65932876218,0,199
41242.5,4739,54.5895758598861,8.70278539776324,-11087.5,1.15264399722415,382.051875868458,0,200
48392.5,3554,54.9521665728756,13.6163477771525,-11930,1.15431158871501,420.347448425624,0,201
29275,5469,53.6661181203145,5.35289815322728,-11680,1.08568585268765,269.87785203964,0,202
38482.5,2962,55.2329507089804,12.9920661715057,-14540,1.14895923047892,268.357740585774,0,203
24307.5,3554,54.5863815419246,6.83947664603264,-7877.5,1.11996742630819,328.47972972973,0,204
26020,2451,56.2627498980008,10.6160750713994,-16915,1.12088129057735,159.046454767726,0,205
34107.5,2539,55.0216620716818,13.4334383615597,-8275,1.15586299867477,436.995515695067,0,206
48607.5,7109,54.1285694190463,6.83745955830637,-11432.5,1.11794286962166,439.687924016282,0,207
22680,5469,52.8798683488755,4.14701042238069,-12502.5,1.08076491640404,186.092307692308,0,208
4857.5,3949,52.4689794884781,1.23005824259306,-16810,1.0227720219399,29.9153194765204,0,209
32580,2843,54.7309180443194,11.4597256419275,-13295,1.11941611457789,250.760053877237,0,210
27425,7899,52.4876566654007,3.47195847575642,-11180,1.06658816102559,253.758963682628,0,211
28587.5,2633,54.8803646031143,10.8573870110141,-8440,1.12411809399761,357.34375,0,212
21252.5,1974,54.8125633232016,10.766210739615,-8847.5,1.11399109633126,261.408364083641,0,213
30475,2451,55.4875560995512,12.4337005303958,-17165,1.1341122626356,184.473365617433,0,214
21935,4182,54.0650406504065,5.24509803921569,-12162.5,1.06998149566105,196.374216651746,0,215
32980,2843,55.0826591628561,11.6004220893422,-5270,1.16139964519484,670.665988815455,0,216
39952.5,2962,55.6380823767725,13.488352464551,-11932.5,1.14591722135481,341.037131882202,0,217
18085,3231,54.7508511296812,5.59733828536057,-9122.5,1.0894488889988,202.576309157099,0,218
19740,2633,54.8803646031143,7.49715153816939,-7507.5,1.11357065803668,289.867841409692,0,219
9270,2734,54.3891733723482,3.39063643013899,-16855,1.04021473889702,56.1988481357987,0,220
13632.5,3091,53.9307667421546,4.4103849886768,-8950,1.08470153310862,160.523991757433,0,221
21462.5,6463,53.7830728763732,3.32082624168343,-9780,1.06992408939858,225.387240745603,0,222
6062.5,2451,54.671562627499,2.4734802121583,-20342.5,1.03103324716542,30.5492567397329,0,223
33617.5,3741,54.3170275327453,8.98623362737236,-11715,1.11502698818679,318.272189349112,0,224
9270,2734,54.3891733723482,3.39063643013899,-16855,1.04021473889702,56.1988481357987,0,225
36395,3385,54.2983751846381,10.7518463810931,-12772.5,1.12339693330056,307.975460122699,0,226
18810,2031,54.849827671098,9.26144756277696,-15070,1.09884782637256,128.505550811272,0,227
11272.5,2221,54.1197658712292,5.07541647906349,-17850,1.05814088429848,65.1119133574007,0,228
28257.5,3741,54.1566426089281,7.55346164127239,-8125,1.11549701626747,386.824093086927,0,229
28035,3741,54.3704891740176,7.49398556535686,-6642.5,1.13218289189858,465.311203319502,0,230
30422.5,2843,54.5902215969047,10.7008441786845,-6580,1.17834740297807,472.949863972017,0,231
36710,2962,55.0641458474004,12.3936529372046,-14925,1.14548552971832,249.346238750212,0,232
17527.5,3091,54.1895826593335,5.6704949854416,-10547.5,1.07807610499237,176.911430734292,0,233
39720,2369,56.2684677078936,16.7665681722246,-11860,1.19117063133957,370.522388059701,0,234
30097.5,3091,54.2219346489809,9.73714008411517,-14990,1.10596405372577,209.994767137624,0,235
26337.5,6463,53.102274485533,4.07511991335293,-8975,1.07937943142175,343.271423916585,0,236
42260,3554,54.6989307822172,11.8908272369162,-12402.5,1.13705205124047,363.292499462712,0,237
36590,2369,55.255382017729,15.4453355846349,-8620,1.19322727572777,538.682370261318,0,238
33345,3231,54.7508511296812,10.3203342618384,-10760,1.11054476739849,326.831658907131,0,239
37115,2843,55.0826591628561,13.0548716144917,-5492.5,1.16819613441189,776.058546785154,0,240
30822.5,3554,55.1209904333146,8.67262239729882,-11362.5,1.12157338382046,283.229956351941,0,241
17527.5,3091,54.1895826593335,5.6704949854416,-10547.5,1.07807610499237,176.911430734292,0,242
33667.5,4739,54.8216923401562,7.10434690863051,-14597.5,1.11506322624744,238.691953208082,0,243
19722.5,2154,53.899721448468,9.15622098421541,-12040,1.10223944428605,175.038828489017,0,244
25292.5,2154,54.9675023212628,11.7421077065924,-10227.5,1.12143071475725,255.286399192531,0,245
30815,3091,55.1277903591071,9.96926560983501,-14845,1.10565022114033,217.198237885463,0,246
18085,3231,54.7508511296812,5.59733828536057,-9122.5,1.0894488889988,202.576309157099,0,247
38655,2539,55.6912170145727,15.2244978337928,-9747.5,1.1715978958116,434.692156311498,0,248
45030,3949,55.2798176753609,11.4028868067865,-12092.5,1.13407970938975,402.592758158248,0,249
26895,5078,53.643166601024,5.29637652619141,-8437.5,1.11563017261764,331.627620221948,0,250
26387.5,3231,53.9151965335809,8.16697616836893,-12442.5,1.10351489712257,231.063922942207,0,251
37115,2843,55.0826591628561,13.0548716144917,-5492.5,1.16819613441189,776.058546785154,0,252
29202.5,2962,54.2876434841323,9.85904794058069,-9715,1.14499211796979,310.41722030295,0,253
36710,2962,55.0641458474004,12.3936529372046,-14925,1.14548552971832,249.346238750212,0,254
31995,2962,55.1316677920324,10.8018230925051,-14397.5,1.11835862719529,225.237592397043,0,255
26290,6463,53.8294909484759,4.06777038527,-11180,1.07388307700955,268.470768445239,0,256
26290,6463,53.8294909484759,4.06777038527,-11180,1.07388307700955,268.470768445239,0,257
35910,2843,54.9067886035878,12.6310235666549,-8982.5,1.15495647108321,414.186851211073,0,258
30475,2451,55.4875560995512,12.4337005303958,-17165,1.1341122626356,184.473365617433,0,259
28257.5,3741,54.1566426089281,7.55346164127239,-8125,1.11549701626747,386.824093086927,0,260
51212.5,2293,56.7378979502835,22.334278238116,-6967.5,1.31105273547231,855.323590814196,0,261
33617.5,3741,54.3170275327453,8.98623362737236,-11715,1.11502698818679,318.272189349112,0,262
37510,5078,53.7219377707759,7.38676644348169,-11455,1.12128462763421,341.232658630885,0,263
38442.5,2843,55.0474850510025,13.5218079493493,-5382.5,1.1831729165674,746.818844099077,0,264
15617.5,2734,54.8646671543526,5.71232626188734,-16270,1.06298077407777,96.5234857849196,0,265
27475,3385,55.1550960118168,8.11669128508124,-13400,1.10972224995507,216.594402837998,0,266
30947.5,2451,55.8139534883721,12.6264789881681,-16932.5,1.14039126736603,189.136745607334,0,267
24397.5,3385,53.3234859675037,7.20753323485967,-6800,1.13153000161734,385.274378207659,0,268
11272.5,2221,54.1197658712292,5.07541647906349,-17850,1.05814088429848,65.1119133574007,0,269
29152.5,4739,53.513399451361,6.15161426461279,-9332.5,1.12254227135636,315.845070422535,0,270
34112.5,2843,55.2233556102708,11.9987689060851,-10527.5,1.13349835144945,341.039740064984,0,271
24527.5,3949,53.4818941504178,6.21106609268169,-11245,1.0773854126407,234.65678067448,0,272
33307.5,2843,55.4344002813929,11.715617305663,-6805,1.18511622736936,511.243284727552,0,273
33950,3385,54.4756277695716,10.0295420974889,-13817.5,1.12684475994769,259.556574923547,0,274
31612.5,3385,54.4460856720827,9.33899556868538,-6347.5,1.15982658594234,515.071283095723,0,275
2987.5,2734,54.2062911485004,1.09272128749086,-15832.5,1.01380385814947,19.3679092382496,0,276
18632.5,2154,54.6425255338904,8.65018570102136,-12572.5,1.09056003110609,161.845819761129,0,277
30622.5,4443,54.2201215395003,6.89230249831195,-11477.5,1.09937046711989,273.781850692892,0,278
32847.5,2369,55.5086534402702,13.8655550865344,-11055,1.16404474742178,342.696922274387,0,279
27475,3385,55.1550960118168,8.11669128508124,-13400,1.10972224995507,216.594402837998,0,280
17267.5,2091,55.714968914395,8.25801052128168,-14452.5,1.08574372470641,125.467756584923,0,281
26387.5,6463,53.5974005879622,4.08285625870339,-11937.5,1.06857235666721,224.526696447564,0,282
32580,2843,54.7309180443194,11.4597256419275,-13295,1.11941611457789,250.760053877237,0,283
28257.5,3741,54.1566426089281,7.55346164127239,-8125,1.11549701626747,386.824093086927,0,284
21122.5,2091,54.2802486848398,10.1016260162602,-13162.5,1.11135273340714,166.778523489933,0,285
33960,4443,54.8728336709431,7.64348413234301,-9760,1.12319970977689,381.573033707865,0,286
21935,4182,54.0650406504065,5.24509803921569,-12162.5,1.06998149566105,196.374216651746,0,287
9270,2734,54.3891733723482,3.39063643013899,-16855,1.04021473889702,56.1988481357987,0,288
24397.5,3385,53.3234859675037,7.20753323485967,-6800,1.13153000161734,385.274378207659,0,289
40672.5,2369,55.550865344027,17.1686365555087,-10882.5,1.192578125,414.919663351186,0,290
14130,3091,54.2219346489809,4.57133613717244,-8957.5,1.08164090712119,165.214849459222,0,291
26290,6463,53.8294909484759,4.06777038527,-11180,1.07388307700955,268.470768445239,0,292
12655,3091,53.8013587835652,4.09414428987383,-10680,1.07014286308146,123.16301703163,0,293
