Net Profit,Total Trades,% Profitable,Avg Trade,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,simulationCount (_RandomStratTypeTrades)
38580.001,150,67.3333333333333,257.200006666667,-15782.5,1.67084612369192,262.538285130997,0,92
38410,215,70.2325581395349,178.651162790698,-14890,1.61031222690077,300.078125,0,93
44057.5,231,70.1298701298701,190.725108225108,-13567.5,1.66459252554965,427.017203779985,0,94
44645,273,66.3003663003663,163.534798534799,-10875,1.57933495539335,464.44733420026,0,95
41813.988,131,65.6488549618321,319.190748091603,-11923.686,1.84238981550542,439.745176147367,0,96
49486.287,159,67.9245283018868,311.234509433962,-14320.758,2.03354647764888,405.517010293481,0,97
46512.5,158,67.0886075949367,294.382911392405,-10337.5,1.92599044395779,583.961079723792,0,98
51307.683,166,68.0722891566265,309.082427710843,-11570,1.97811429996195,566.779154929577,0,99
53234,184,69.0217391304348,289.315217391304,-14433.375,1.99652748528159,417.984630031309,0,100
32601.5,253,64.0316205533597,128.859683794466,-13307.5,1.43662528292284,261.722795327741,0,101
39973.75,148,68.9189189189189,270.092905405405,-12286.75,1.72883785699471,394.442114611343,0,102
45722.145,231,69.6969696969697,197.931363636364,-10707.5,1.72711683646879,498.062581699346,0,103
44645,273,66.3003663003663,163.534798534799,-10875,1.57933495539335,464.44733420026,0,104
42272.5,376,63.563829787234,112.426861702128,-14245,1.46874393590774,370.974111452391,0,105
44645,273,66.3003663003663,163.534798534799,-10875,1.57933495539335,464.44733420026,0,106
35107.535,131,67.175572519084,267.996450381679,-9527.5,1.74784418936668,471.716963385959,0,107
44205,188,70.7446808510638,235.132978723404,-13992.5,1.79882538965439,438.541666666667,0,108
42864.11,334,63.7724550898204,128.335658682635,-13133.928,1.50873401028506,361.83151579531,0,109
33417.803,116,69.8275862068966,288.08450862069,-14407.005,1.78857356353015,277.165042230637,0,110
48810,158,71.5189873417721,308.924050632911,-12947.5,1.99282990083905,466.634799235182,0,111
55700.375,148,70.2702702702703,376.353885135135,-9047.5,2.22318804138608,911.999590667212,0,112
43284.286,188,70.7446808510638,230.235563829787,-14777.5,1.78179871760137,370.743349036403,0,113
43387.505,198,67.6767676767677,219.128813131313,-12767.5,1.71585997554453,457.91562005277,0,114
49096.207,138,67.3913043478261,355.769615942029,-11180,2.02037518290755,603.70374423609,0,115
44138.249,259,65.2509652509653,170.41794980695,-11270,1.6403610450631,441.366733207625,0,116
47745.19,362,65.4696132596685,131.892790055249,-9967.5,1.57952865093525,590.905816831683,0,117
40276,163,63.8036809815951,247.092024539877,-12822.5,1.69566418951305,569.594116815161,0,118
41066.205,159,65.4088050314465,258.278018867925,-8545.355,1.80181447840184,648.334768684763,0,119
40855.122,146,65.7534246575343,279.829602739726,-10419.91,1.92195152465346,503.668142921742,0,120
38007.5,376,65.9574468085106,101.083776595745,-10110,1.421194071201,434.744066342579,0,121
23366,270,62.5925925925926,86.5407407407407,-18354.5,1.28197500769319,135.813304658665,0,122
42395.625,123,63.4146341463415,344.67987804878,-12827.5,1.98247468968614,475.687237026648,0,123
38467.657,150,67.3333333333333,256.451046666667,-15782.5,1.66853766075773,261.773780197346,0,124
44645,273,66.3003663003663,163.534798534799,-10875,1.57933495539335,464.44733420026,0,125
44466,144,69.4444444444444,308.791666666667,-12822.5,2.01832089039527,528.570579494799,0,126
