Net Profit,Total Trades,% Profitable,Avg Trade,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,numStratsToGenerate (_EdgeFinder)
-3105,1122,48.3957219251337,-2.76737967914439,-6112.5,0.940977997433826,-52.6717557251908,0,1
-2617.5,1429,49.1252624212736,-1.83170048985304,-4827.5,0.96038892251816,-56.502968159741,0,2
12887.412,3033,51.4671941971645,4.24906429277943,-13099.825,1.07087362899012,101.277715017692,0,3
1992.527,1099,53.0482256596906,1.81303639672429,-11835.38,1.03153156624654,17.0746751763809,0,4
-1336,2958,50.4394861392833,-0.451656524678837,-7245.5,0.990280773609681,-19.0096755833808,0,5
4403.12,2751,49.9091239549255,1.60055252635405,-7502.335,1.03002452881919,62.3906899700808,0,6
-2175,1950,53.1282051282051,-1.11538461538462,-6982.5,0.967137568935559,-34.925732637495,0,7
-801.429,21,42.8571428571429,-38.1632857142857,-1117.5,0.353127580353676,-96.5577108433735,0,8
140.064,214,51.8691588785047,0.654504672897196,-2965.63,1.01111310967523,5.34867957527977,0,9
2323.375,1930,49.3264248704663,1.20382124352332,-5575.625,1.0230876914917,44.5934598498117,0,10
6400.351,2076,52.0712909441233,3.08302071290944,-10891.43,1.06527033607862,60.2021647134957,0,11
-604.407,655,51.6030534351145,-0.922758778625954,-3165.184,0.974442346190818,-19.543121767371,0,12
2147.5,1625,49.0461538461538,1.32153846153846,-5550.625,1.03048699334006,40.4949911608721,0,13
231.984,2625,49.6761904761905,0.0883748571428571,-6260.08,1.00194590515529,3.7461607278388,0,14
-8747.813,405,48.3950617283951,-21.5995382716049,-9337.813,0.704842830339742,-96.5508917848644,0,15
4351.563,2824,51.8413597733711,1.54092174220963,-9806.321,1.03791273544272,45.251848393996,0,16
8605,3039,51.0365251727542,2.83152352747614,-14272.5,1.04706171894227,61.9176110811297,0,17
3857.731,2852,51.1220196353436,1.35264060308555,-12294.71,1.02423009533166,32.1374877278803,0,18
-3752.364,2070,49.6135265700483,-1.81273623188406,-10120.048,0.965452537841752,-38.8916055554876,0,19
4140.5,2229,52.0861372812921,1.85755944369672,-6478,1.03619492195866,69.3493007285822,0,20
